ID,probaObstacle1,x1,dx1,y1,dy1,probaObstacle2,x2,dx2,y2,dy2,probaObstacle3,x3,dx3,y3,dy3
2320,0.025637522339820862,0.5346859693527222,-0.005846075713634491,0.4951740503311157,0.02751833200454712,-0.01651453599333763,0.5109990239143372,-0.009241975843906403,0.5063382387161255,-0.007544562220573425,0.0012160837650299072,0.5277837514877319,-0.011796023696660995,0.48088735342025757,-0.005677269771695137
2321,0.8893349170684814,0.5577755570411682,0.13124239444732666,0.3823561668395996,0.11268188059329987,-0.061733443289995193,0.49605223536491394,-0.007809067144989967,0.5408494472503662,0.007354892790317535,-0.03049655258655548,0.5412648320198059,-0.03006467968225479,0.48893123865127563,-0.015916146337985992
2322,0.08067995309829712,0.5208805799484253,0.014783717691898346,0.50529944896698,0.018614470958709717,-0.005104951560497284,0.5199962854385376,-0.004491619765758514,0.522555947303772,-0.00894659012556076,-0.0007085949182510376,0.5281346440315247,-0.003795873373746872,0.4966263175010681,-0.003119632601737976
2323,-0.04286572337150574,0.5329004526138306,-0.02409820258617401,0.5243713855743408,-0.0011207610368728638,-0.03445935249328613,0.5268416404724121,-0.02955879271030426,0.5224884152412415,0.010027751326560974,0.006696924567222595,0.5322611331939697,0.00021488405764102936,0.5023802518844604,0.013923414051532745
2324,0.024909809231758118,0.5466170907020569,0.007235240191221237,0.49826714396476746,0.037573665380477905,-0.021013248711824417,0.5114590525627136,-0.013358257710933685,0.502431333065033,-0.0015368424355983734,0.023761063814163208,0.5424505472183228,0.024310704320669174,0.5144921541213989,-0.009660188108682632
2325,0.9251548051834106,0.5417461395263672,0.14795580506324768,0.41322553157806396,0.12190863490104675,-0.03161337226629257,0.5254728198051453,-0.020435571670532227,0.5032972097396851,-0.005320757627487183,-0.013358265161514282,0.5416931509971619,0.00771602988243103,0.5034722685813904,0.010593175888061523
2326,-0.022282660007476807,0.5138951539993286,0.002863377332687378,0.5114455223083496,0.019982486963272095,-0.0012120828032493591,0.5258883237838745,-0.011063985526561737,0.48566025495529175,-0.013804405927658081,0.0024971365928649902,0.5084753036499023,-0.0002692416310310364,0.5075445175170898,-0.009648563340306282
2327,0.015003085136413574,0.5264216065406799,0.015089280903339386,0.4877677261829376,0.02525024116039276,-0.011902786791324615,0.5046967267990112,0.004347518086433411,0.4985732436180115,-0.01875290647149086,-0.006144121289253235,0.508755624294281,0.005060731433331966,0.45531314611434937,-0.01509455218911171
2328,-0.03962242603302002,0.5028627514839172,-0.025192230939865112,0.5177183747291565,0.013484999537467957,-0.014904268085956573,0.5074661374092102,0.009311944246292114,0.48648566007614136,-0.012228377163410187,-0.01293019950389862,0.5005248188972473,0.0006204843521118164,0.4831637144088745,0.022537291049957275
2329,0.06200970709323883,0.5201326012611389,0.02418295294046402,0.48403432965278625,0.019985690712928772,-0.01978364586830139,0.4950109124183655,0.007234267890453339,0.4986703395843506,-0.01884528249502182,0.007567346096038818,0.508429229259491,0.010847833007574081,0.4694841802120209,-0.020590320229530334
2330,1.0085777044296265,0.5553151965141296,0.16018736362457275,0.35968390107154846,0.13344506919384003,0.0034374818205833435,0.5038866400718689,-0.006042457185685635,0.4940074384212494,0.022024773061275482,-0.028658434748649597,0.5028219223022461,-0.004586450755596161,0.4918963611125946,0.010490983724594116
2331,0.0196218341588974,0.5101023316383362,0.004122629761695862,0.49865061044692993,0.031068533658981323,-0.020204056054353714,0.4835807681083679,0.005664760246872902,0.4767524003982544,0.0005377009510993958,0.026277154684066772,0.49881914258003235,0.01515478640794754,0.494693398475647,-0.01641613431274891
2332,0.9909402132034302,0.44406163692474365,0.14909693598747253,0.3576356768608093,0.12733641266822815,-0.017662275582551956,0.5128722190856934,0.01954513229429722,0.4751858413219452,0.008236706256866455,0.00828792154788971,0.5110567808151245,-0.010226763784885406,0.4802296757698059,-0.02547372877597809
2333,0.00010657310485839844,0.5096943974494934,0.01190958172082901,0.5116249918937683,0.009776636958122253,-0.01724620908498764,0.5058532953262329,0.004200294613838196,0.49360209703445435,0.0051299408078193665,0.017659679055213928,0.485836386680603,0.014303664676845074,0.49596452713012695,-0.00684562511742115
2334,-0.027948617935180664,0.519862949848175,0.00895826518535614,0.5183368921279907,0.015433356165885925,-0.007563263177871704,0.49370136857032776,0.015865568071603775,0.49567389488220215,0.01083897054195404,0.015829011797904968,0.49739930033683777,-0.005668610334396362,0.4946416914463043,-0.0003215782344341278
2335,-0.0437454879283905,0.5251580476760864,0.006588555872440338,0.5002214908599854,0.005025744438171387,0.0036196187138557434,0.5103029012680054,-0.0006201192736625671,0.5124117732048035,0.007344260811805725,0.007773831486701965,0.5135815143585205,-0.00258591677993536,0.4885540008544922,0.0022592693567276
2336,-0.003775686025619507,0.5343984365463257,0.00643032044172287,0.5016205906867981,0.012964904308319092,-0.004384815692901611,0.4996755123138428,-0.011086136102676392,0.4926067292690277,0.00018345192074775696,0.00942637026309967,0.5267748236656189,-0.005281915422528982,0.49635565280914307,-0.002514924854040146
2337,0.00917273759841919,0.5124492645263672,-0.002489253878593445,0.5065757632255554,-0.008995383977890015,0.012819323688745499,0.507134199142456,-0.006902605295181274,0.4850836396217346,0.009421613067388535,0.01821891963481903,0.4953616261482239,0.021782562136650085,0.48135727643966675,-0.0028606541454792023
2338,1.0069432258605957,0.4283193051815033,0.12770812213420868,0.383005291223526,0.1371571272611618,0.02403351292014122,0.494120329618454,-0.0008272891864180565,0.4791686236858368,0.0017148815095424652,-0.023830339312553406,0.49246451258659363,0.007398568093776703,0.4897451102733612,-0.0032116472721099854
2339,0.01422196626663208,0.5258067846298218,-0.004398457705974579,0.5313785076141357,0.02998337149620056,-0.017534665763378143,0.5136374831199646,0.0011732950806617737,0.5056002140045166,-0.01674458011984825,-0.002006828784942627,0.5126311779022217,0.008697042241692543,0.49458637833595276,0.016560707241296768
2340,0.006173491477966309,0.5102280974388123,0.008282989263534546,0.5373668670654297,0.027821794152259827,-0.0020013488829135895,0.5107412338256836,0.0073914676904678345,0.4958452582359314,-0.0031464509665966034,0.024898439645767212,0.5281510353088379,0.022104527801275253,0.4924238324165344,0.013819187879562378
2341,1.0670218467712402,0.5305519104003906,0.17521314322948456,0.37119361758232117,0.13847607374191284,-0.007312797009944916,0.5077393054962158,-0.005986431613564491,0.5021120309829712,-0.01270734891295433,-0.009126216173171997,0.5210031270980835,-0.010920301079750061,0.4874839186668396,0.01355251669883728
2342,-0.01971536874771118,0.5343068242073059,0.005576755851507187,0.48047077655792236,0.020166710019111633,-0.013194285333156586,0.49423545598983765,-0.003808896988630295,0.49108463525772095,-0.0021722055971622467,0.024921998381614685,0.5088672637939453,0.00086636608466506,0.513772189617157,0.006296450272202492
2343,0.9430340528488159,0.4241527318954468,0.1241694986820221,0.3862563371658325,0.12439051270484924,0.002301909029483795,0.517648458480835,-0.020988602191209793,0.48859894275665283,-0.021096233278512955,-0.002688884735107422,0.48735255002975464,0.01228824071586132,0.4949769973754883,0.0017908737063407898
2344,-0.01128116250038147,0.5131126642227173,0.0038669034838676453,0.4981173872947693,0.023235544562339783,-0.03513186424970627,0.5059430599212646,-0.0032099373638629913,0.5022795796394348,-0.03206887096166611,-0.0016129761934280396,0.5099925398826599,0.005364331882447004,0.48104673624038696,0.004837782122194767
2345,0.9935895204544067,0.5369259119033813,0.1811228096485138,0.4145399332046509,0.15177859365940094,-0.004373408854007721,0.5147716403007507,-0.002469198778271675,0.4971434473991394,-0.03195954114198685,0.015145063400268555,0.5162355899810791,-0.015285193920135498,0.4929924011230469,-0.0031178444623947144
2346,-0.016307860612869263,0.5475901961326599,0.010964170098304749,0.509066641330719,0.018677130341529846,0.01218375563621521,0.49863553047180176,0.0038110315799713135,0.4753388464450836,-0.023217417299747467,0.0058390796184539795,0.48710203170776367,0.0008963748696260154,0.4902808666229248,-0.010087747126817703
2347,0.03895288705825806,0.5417759418487549,0.010080307722091675,0.5006608366966248,0.01967848837375641,0.008630897849798203,0.48568499088287354,0.013094298541545868,0.5275759696960449,-0.02882922813296318,0.013489499688148499,0.4979345500469208,-0.0026275399141013622,0.4895995259284973,0.010609593242406845
2348,0.9425868988037109,0.576672375202179,0.15398770570755005,0.41327622532844543,0.14580442011356354,-0.006795797497034073,0.5043920874595642,-0.0018141493201255798,0.504870593547821,-0.011053629219532013,-0.01268160343170166,0.49085259437561035,0.008887043222784996,0.5059435963630676,0.003259025514125824
2349,0.005891144275665283,0.5049425363540649,0.001623310148715973,0.4982941150665283,-0.0005967468023300171,-0.014668915420770645,0.49860262870788574,0.00025896355509757996,0.47114554047584534,-0.009171336889266968,0.0164889395236969,0.5108850598335266,-0.022849373519420624,0.4998403787612915,-0.018810851499438286
2350,0.97858726978302,0.48031994700431824,0.1523015946149826,0.34746044874191284,0.1623818278312683,-0.024701103568077087,0.48749610781669617,-0.004386471584439278,0.4777785837650299,0.0015182644128799438,0.006312727928161621,0.4996957778930664,-0.007160693407058716,0.5102646350860596,-0.03164832293987274
2351,-0.0005793273448944092,0.5451993346214294,0.02255357801914215,0.4932900667190552,-0.0028175562620162964,-0.016134724020957947,0.5052861571311951,-0.012498065829277039,0.5018541216850281,-0.028235290199518204,0.008670017123222351,0.4968017041683197,-0.030515331774950027,0.5229237675666809,-0.002670183777809143
2352,0.05839909613132477,0.5608744025230408,0.031427428126335144,0.49846217036247253,0.02334463596343994,0.0036638230085372925,0.5070504546165466,-0.007887624204158783,0.4852907359600067,-0.02497546374797821,0.0001325756311416626,0.5249859094619751,-0.007998738437891006,0.4940314292907715,-0.0010064952075481415
2353,1.0629981756210327,0.6255353689193726,0.1848057508468628,0.39480331540107727,0.15089751780033112,0.014939811080694199,0.5082271695137024,-0.013048643246293068,0.5127482414245605,-0.007517360150814056,-0.01146399974822998,0.5337759256362915,-0.01698802411556244,0.49595677852630615,0.01659543812274933
2354,0.03984746336936951,0.5545646548271179,0.021214444190263748,0.5318715572357178,0.01938939094543457,-0.015322849154472351,0.5132609009742737,-0.0316106379032135,0.49884721636772156,0.01057569682598114,0.0210326686501503,0.531840980052948,-0.007651668041944504,0.5142642259597778,0.0014923326671123505
2355,1.0586154460906982,0.4615510404109955,0.15620024502277374,0.36040249466896057,0.15267011523246765,0.002207942306995392,0.5303673148155212,0.00234108604490757,0.5304524898529053,0.016376852989196777,0.016959011554718018,0.5063565373420715,-0.015770889818668365,0.5159206986427307,-0.008562952280044556
2356,0.0019861459732055664,0.516649067401886,0.012815132737159729,0.5090402364730835,0.014567270874977112,-3.7066638469696045e-05,0.534051775932312,-0.013864122331142426,0.5102046132087708,-0.01860276237130165,-0.00330139696598053,0.5176167488098145,-0.007751839235424995,0.48815298080444336,-0.024330131709575653
